"Country or Area","Year","Sex","Coverage","Source","SourceID","Type","Value","Value Footnotes"
"Colombia","1982","Women","Total coverage","Labour force survey","# 2","Previously employed","126.092","3"
"Colombia","1981","Total men and women","Total coverage","Labour force survey","# 2","Previously employed","187.799","3"
"Colombia","1981","Total men and women","Total coverage","Labour force survey","# 2","First job seekers","78.41","3"
"Colombia","1981","Total men and women","Total coverage","Labour force survey","# 2","Unemployed","266.209","3"
"Colombia","1981","Rates, total","Total coverage","Labour force survey","# 2","Unemployed","8.1","3"
"Colombia","1981","Men","Total coverage","Labour force survey","# 2","Previously employed","144.533","3"
"Colombia","1981","Men","Total coverage","Labour force survey","# 2","First job seekers","41.587","3"
"Colombia","1981","Men","Total coverage","Labour force survey","# 2","Unemployed","186.12","3"
"Colombia","1981","Women","Total coverage","Labour force survey","# 2","Unemployed","190.894","3"
"Colombia","1981","Women","Total coverage","Labour force survey","# 2","First job seekers","64.802","3"
"Colombia","1981","Women","Total coverage","Labour force survey","# 2","Previously employed","126.092","3"
"Colombia","1980","Total men and women","Total coverage","Labour force survey","# 2","Unemployed","320.799","3"
"Colombia","1980","Total men and women","Total coverage","Labour force survey","# 2","First job seekers","103.022","3"
"Colombia","1980","Total men and women","Total coverage","Labour force survey","# 2","Previously employed","217.777","3"
"Colombia","1980","Men","Total coverage","Labour force survey","# 2","Previously employed","122.762","3"
"Colombia","1980","Men","Total coverage","Labour force survey","# 2","First job seekers","39.008","3"
"Colombia","1980","Men","Total coverage","Labour force survey","# 2","Unemployed","161.77","3"
"Colombia","1980","Women","Total coverage","Labour force survey","# 2","Unemployed","159.029","3"
"Colombia","1980","Women","Total coverage","Labour force survey","# 2","First job seekers","64.014","3"
"Colombia","1980","Women","Total coverage","Labour force survey","# 2","Previously employed","95.015","3"
"Colombia","1980","Rates, total","Total coverage","Labour force survey","# 2","Unemployed","9.1","3"
"Colombia","1980","Rates, men","Total coverage","Labour force survey","# 2","Unemployed","7.5","3"
"Colombia","1980","Rates, women","Total coverage","Labour force survey","# 2","Unemployed","11.5","3"
"Colombia","1979","Total men and women","Total coverage","Labour force survey","# 2","Unemployed","292.894","3"
"Colombia","1979","Total men and women","Total coverage","Labour force survey","# 2","Previously employed","194.33","3"
"Colombia","1979","Total men and women","Total coverage","Labour force survey","# 2","First job seekers","98.564","3"
"Colombia","1979","Men","Total coverage","Labour force survey","# 2","First job seekers","38.534","3"
"Colombia","1979","Men","Total coverage","Labour force survey","# 2","Previously employed","106.242","3"
"Colombia","1979","Men","Total coverage","Labour force survey","# 2","Unemployed","144.776","3"
"Colombia","1979","Women","Total coverage","Labour force survey","# 2","Unemployed","148.118","3"
"Colombia","1979","Women","Total coverage","Labour force survey","# 2","Previously employed","88.088","3"
"Colombia","1979","Women","Total coverage","Labour force survey","# 2","First job seekers","60.03","3"
"Colombia","1979","Rates, total","Total coverage","Labour force survey","# 2","Unemployed","8.9","3"
"Colombia","1979","Rates, men","Total coverage","Labour force survey","# 2","Unemployed","7.2","3"
"Colombia","1979","Rates, women","Total coverage","Labour force survey","# 2","Unemployed","11.5","3"
"Colombia","1978","Total men and women","Total coverage","Labour force survey","# 2","Unemployed","243.64","3"
"Colombia","1978","Total men and women","Total coverage","Labour force survey","# 2","First job seekers","86.047","3"
"Colombia","1978","Total men and women","Total coverage","Labour force survey","# 2","Previously employed","157.592","3"
"Colombia","1978","Men","Total coverage","Labour force survey","# 2","Previously employed","89.355","3"
"Colombia","1978","Men","Total coverage","Labour force survey","# 2","First job seekers","37.101","3"
"Colombia","1978","Men","Total coverage","Labour force survey","# 2","Unemployed","126.457","3"
"Colombia","1978","Women","Total coverage","Labour force survey","# 2","Unemployed","117.183","3"
"Colombia","1978","Women","Total coverage","Labour force survey","# 2","First job seekers","48.946","3"
"Colombia","1978","Women","Total coverage","Labour force survey","# 2","Previously employed","68.237","3"
"Colombia","1978","Rates, total","Total coverage","Labour force survey","# 2","Unemployed","8.2","3"
"Colombia","1978","Rates, men","Total coverage","Labour force survey","# 2","Unemployed","6.8","3"
"Colombia","1978","Rates, women","Total coverage","Labour force survey","# 2","Unemployed","10.1","3"
"Colombia","1977","Total men and women","Total coverage","Labour force survey","# 2","Unemployed","260.997","3"
"Colombia","1977","Total men and women","Total coverage","Labour force survey","# 2","Previously employed","164.521","3"
"Colombia","1977","Total men and women","Total coverage","Labour force survey","# 2","First job seekers","96.476","3"
"Colombia","1977","Men","Total coverage","Labour force survey","# 2","First job seekers","39.585","3"
"Colombia","1977","Men","Total coverage","Labour force survey","# 2","Previously employed","93.368","3"
"Colombia","1977","Men","Total coverage","Labour force survey","# 2","Unemployed","132.953","3"
"Colombia","1977","Women","Total coverage","Labour force survey","# 2","Unemployed","128.044","3"
"Colombia","1977","Women","Total coverage","Labour force survey","# 2","Previously employed","71.153","3"
"Colombia","1977","Women","Total coverage","Labour force survey","# 2","First job seekers","56.891","3"
"Colombia","1977","Rates, total","Total coverage","Labour force survey","# 2","Unemployed","9.4","3"
"Colombia","1977","Rates, men","Total coverage","Labour force survey","# 2","Unemployed","7.8","3"
"Colombia","1977","Rates, women","Total coverage","Labour force survey","# 2","Unemployed","11.9","3"
"Colombia","1976","Total men and women","Total coverage","Labour force survey","# 2","Unemployed","269.04","3"
"Colombia","1976","Total men and women","Total coverage","Labour force survey","# 2","First job seekers","93.343","3"
"Colombia","1976","Total men and women","Total coverage","Labour force survey","# 2","Previously employed","175.697","3"
"Colombia","1976","Men","Total coverage","Labour force survey","# 2","Previously employed","112.865","3"
"Colombia","1976","Men","Total coverage","Labour force survey","# 2","First job seekers","42.435","3"
"Colombia","1976","Men","Total coverage","Labour force survey","# 2","Unemployed","155.3","3"
"Colombia","1976","Women","Total coverage","Labour force survey","# 2","Unemployed","113.74","3"
"Colombia","1976","Women","Total coverage","Labour force survey","# 2","First job seekers","50.908","3"
"Colombia","1976","Women","Total coverage","Labour force survey","# 2","Previously employed","62.832","3"
"Colombia","1976","Rates, total","Total coverage","Labour force survey","# 2","Unemployed","10.4","3"
"Colombia","1976","Rates, men","Total coverage","Labour force survey","# 2","Unemployed","9.6","3"
"Colombia","1976","Rates, women","Total coverage","Labour force survey","# 2","Unemployed","11.6","3"
"Colombia","1975","Total men and women","Total coverage","Labour force survey","# 2","Unemployed","253.125","3"
"Colombia","1975","Total men and women","Total coverage","Labour force survey","# 2","Previously employed","161.95","3"
"Colombia","1975","Total men and women","Total coverage","Labour force survey","# 2","First job seekers","91.175","3"
"Colombia","1975","Men","Total coverage","Labour force survey","# 2","First job seekers","41.967","3"
"Colombia","1975","Men","Total coverage","Labour force survey","# 2","Previously employed","95.089","3"
"Colombia","1975","Men","Total coverage","Labour force survey","# 2","Unemployed","137.056","3"
"Colombia","1975","Women","Total coverage","Labour force survey","# 2","Unemployed","116.069","3"
"Colombia","1975","Women","Total coverage","Labour force survey","# 2","Previously employed","66.861","3"
"Colombia","1975","Women","Total coverage","Labour force survey","# 2","First job seekers","49.208","3"
"Colombia","1975","Rates, total","Total coverage","Labour force survey","# 2","Unemployed","10.5","3"
"Colombia","1975","Rates, men","Total coverage","Labour force survey","# 2","Unemployed","9.1","3"
"Colombia","1975","Rates, women","Total coverage","Labour force survey","# 2","Unemployed","12.9","3"
